trecho_id,alvo,ano_teste,n_treino,n_teste,treino_restrito_a_observado,mae,rmse,r2,n_teste_observado,mae_teste_observado,rmse_teste_observado,n_teste_simulado,mae_baseline_persistencia,reducao_mae_vs_baseline_pct,mae_teste_simulado,rmse_teste_simulado
medio_tiete,iqa,2015,37,1,True,3.2943053376639924,3.2943053376639924,,1,3.2943053376639924,3.2943053376639924,0,3.6000000000000014,8.5,,
medio_tiete,iqa,2016,38,1,True,9.183105000802936,9.183105000802936,,1,9.183105000802936,9.183105000802936,0,11.927777777777777,23.0,,
medio_tiete,iqa,2017,39,1,True,18.73551263219909,18.73551263219909,,1,18.73551263219909,18.73551263219909,0,13.61656746031747,-37.6,,
medio_tiete,iqa,2018,40,1,True,10.019911626331343,10.019911626331343,,1,10.019911626331343,10.019911626331343,0,18.85684523809524,46.9,,
medio_tiete,iqa,2019,41,1,True,2.573509497520078,2.573509497520078,,1,2.573509497520078,2.573509497520078,0,5.885119047619035,56.3,,
medio_tiete,iqa,2020,42,1,True,2.994444903571228,2.994444903571228,,1,2.994444903571228,2.994444903571228,0,2.0604166666666544,-45.3,,
medio_tiete,iqa,2021,43,1,True,15.879925633012071,15.879925633012071,,1,15.879925633012071,15.879925633012071,0,17.763095238095232,10.6,,
medio_tiete,iqa,2022,44,1,True,10.218765312801317,10.218765312801317,,1,10.218765312801317,10.218765312801317,0,21.811755952380956,53.2,,
medio_tiete,iqa,2023,45,1,True,3.4959647700817484,3.4959647700817484,,0,,,1,10.884375000000006,67.9,3.4959647700817484,3.4959647700817484
medio_tiete,iqa,2024,45,1,True,1.3581778771472557,1.3581778771472557,,0,,,1,4.100000000000001,66.9,1.3581778771472557,1.3581778771472557
medio_tiete,iqa,2025,45,1,True,0.24423854032212233,0.24423854032212233,,0,,,1,2.5,90.2,0.24423854032212233,0.24423854032212233
