trecho_id,alvo,ano_teste,n_treino,n_teste,treino_restrito_a_observado,mae,rmse,r2,n_teste_observado,mae_teste_observado,rmse_teste_observado,n_teste_simulado,mae_baseline_persistencia,reducao_mae_vs_baseline_pct,mae_teste_simulado,rmse_teste_simulado
medio_tiete,od_mg_l,2015,37,1,True,0.41392356432475275,0.41392356432475275,,1,0.41392356432475275,0.41392356432475275,0,0.4800000000000004,13.8,,
medio_tiete,od_mg_l,2016,38,1,True,0.3547443076485468,0.3547443076485468,,1,0.3547443076485468,0.3547443076485468,0,0.7977777777777781,55.5,,
medio_tiete,od_mg_l,2017,39,1,True,0.4374442684267592,0.4374442684267592,,1,0.4374442684267592,0.4374442684267592,0,0.21575396825396798,-102.8,,
medio_tiete,od_mg_l,2018,40,1,True,0.12312978102916006,0.12312978102916006,,1,0.12312978102916006,0.12312978102916006,0,0.12186507936507862,-1.0,,
medio_tiete,od_mg_l,2019,41,1,True,0.3174470750701701,0.3174470750701701,,1,0.3174470750701701,0.3174470750701701,0,0.18277777777777704,-73.7,,
medio_tiete,od_mg_l,2020,42,1,True,0.3052537868495051,0.3052537868495051,,1,0.3052537868495051,0.3052537868495051,0,0.5394841269841262,43.4,,
medio_tiete,od_mg_l,2021,43,1,True,0.6647887464313378,0.6647887464313378,,1,0.6647887464313378,0.6647887464313378,0,0.8795238095238087,24.4,,
medio_tiete,od_mg_l,2022,44,1,True,0.024391122772652096,0.024391122772652096,,1,0.024391122772652096,0.024391122772652096,0,0.5526785714285714,95.6,,
medio_tiete,od_mg_l,2023,45,1,True,0.9630866517139389,0.9630866517139389,,0,,,1,0.8754166666666667,-10.0,0.9630866517139389,0.9630866517139389
medio_tiete,od_mg_l,2024,45,1,True,0.5876795288211634,0.5876795288211634,,0,,,1,0.3599999999999999,-63.2,0.5876795288211634,0.5876795288211634
medio_tiete,od_mg_l,2025,45,1,True,1.1295575395041046,1.1295575395041046,,0,,,1,0.5099999999999998,-121.5,1.1295575395041046,1.1295575395041046
